GDP Z Score,M2 Z Score,Bond Z Score
-0.2882257965896997,-0.3793554799169752,1.3388552926432271
-0.2791041928198147,-0.37210883970476316,1.1019054808797202
-0.2557872392811563,-0.35803790947675634,1.024156323894819
-0.2452525237695836,-0.34992433991400357,1.1315242073501586
-0.22115441539443145,-0.3459008985691863,0.964918870953942
-0.20252439087473725,-0.340032453734757,1.0056446198507947
-0.18839469632641392,-0.3368537127827744,1.0685844136004763
-0.1745747805891275,-0.3265394764071105,0.7501831040432635
-0.1708718668091613,-0.3128242095024024,0.7464807632344588
-0.15029596790753702,-0.30110954879124974,0.7723971488960925
-0.14338814434172584,-0.2933738715095019,0.9464071669099184
-0.14211752272243774,-0.2882834401947885,0.8649556691162126
-0.15952083128110117,-0.2805477629130406,0.9723235525715516
-0.16838326970710657,-0.27423473892448785,0.7909088529401161
-0.15368280160143846,-0.26429839482982886,0.7242667183816298
-0.14408108132783248,-0.25903013185346613,0.7760994897048972
-0.13742469896231893,-0.25814097354521925,0.6094941533086814
-0.11448338272208429,-0.253450663469217,0.4799122250005128
-0.09345562142089558,-0.24933830629357517,0.5280426555149754
-0.07408590851972832,-0.2506275858405331,0.4317817944860507
-0.05344049232586327,-0.24398112748638764,0.40216306801561225
-0.05010041002732866,-0.2450258884985778,0.3725443415451738
-0.038436953218058165,-0.24675974719965912,0.20593900514895763
-0.028820800991969847,-0.23993545718386436,0.09857112169361834
-0.001280367049285702,-0.23666780040105712,-0.08654591874662179
0.018634914309115687,-0.23262213009853375,0.006012601473498271
0.04671766443805202,-0.23119947680533873,0.3614373191187593
0.05899559719598744,-0.22966567872361293,0.44659115772126956
0.08319737170869153,-0.23053260807415357,0.6168988349262908
0.09077699249922633,-0.22873206249995365,0.5761730860294382
0.0971742095208602,-0.227220493375934,0.41697243125083117
0.11547128279876989,-0.21206034422032463,0.18742730110493366
0.1302010213432762,-0.2018350236754855,0.08005941764959439
0.14655811498041119,-0.19416603326685616,-0.03471314742335468
0.18325653747459175,-0.1830737833714763,0.22074836838417683
0.203322642899784,-0.1743155740352446,0.276283480516249
0.22675993046477685,-0.16637983613414115,0.1800226194873239
0.24148194486570113,-0.15264234027172688,0.1911296419137384
0.27962803448075335,-0.14317280428889753,0.30590220698668746
0.30881330447259436,-0.13274742312470295,0.08746409926720383
0.32910158065924605,-0.1175205870959751,0.03563132794393672
0.3529151153234715,-0.10331628312173116,-0.10875996359945046
0.37519642382129254,-0.08464395864854657,-0.07914123712901201
0.40562528092988365,-0.07046188363200898,-0.13097400845227947
0.4453733172705171,-0.047343767617590085,-0.1976161430107658
0.4689606158345559,-0.026248486754432716,-0.2457465735252282
0.4900251684512284,-0.013333462327146895,-0.09765294117303629
0.5236798718401111,0.003071508460008094,0.1059758033112281
0.5660211877550333,0.015742014352526146,0.2392600724282008
0.5755688390235629,0.0323470457590366,0.32441391103071143
0.6234375927393648,0.05455377450750257,0.27258113970744396
0.6261087235502854,0.05971089269533444,0.276283480516249
0.6420367206847298,0.07742737198715349,0.2392600724282008
0.6332964456874868,0.10101229611340208,0.09116644007600888
0.6499934016422425,0.13660085740098338,0.10967814412003284
0.6391690307463335,0.15156094593723718,0.08376175845839912
0.646636854721861,0.18125883343268306,0.04673835037035122
0.6690021124644056,0.20728894290661037,-0.13097400845227947
0.6857606583008834,0.21653618931237803,-0.05322485146737862
0.6968153306357068,0.23736472268306116,-0.1383786900698889
0.7004090900708393,0.2621277815677369,-0.21612784705478974
0.7146404180873508,0.28522366862444953,-0.2716629591868619
0.7393725160370607,0.3061855757413698,-0.4308636139654683
0.7859308078140448,0.3381508169228452,-0.5234221341855884
0.8187019098304998,0.34281889804114135,-0.44567297720068755
0.8351586042664587,0.3454641440081757,-0.5049104301415644
0.857655578983775,0.37116081911651067,-0.43456595477427307
0.8850590110113417,0.3917892918678381,-0.4012448874950299
0.9150943433311081,0.4115730642263312,-0.5308268158031981
0.9480746070250939,0.42295429057189143,-0.5715525647000508
0.9626815723400292,0.4299786412070417,-0.5826595871264653
0.9863792448505199,0.44807301277986583,-0.6826227889641951
1.0036449416932567,0.47052426006309955,-0.5752549055088558
1.0448788593388008,0.48953001890187664,-0.5974689503616845
1.0524885636359191,0.5064240267585673,-0.3938402058774204
1.0571620770370824,0.5255853883012876,-0.3901378650686157
1.0834091234636045,0.5493703730468917,-0.5160174525679789
1.0926197581516224,0.5750892771129327,-0.5567432014648316
1.1127072066051344,0.6022086055144625,-0.5308268158031981
1.131778930177574,0.6193915898213336,-0.43456595477427307
1.1511992565458993,0.6434655510171179,-0.46048234043590675
1.1381413885530878,0.6631826365024924,-0.5826595871264653
1.1564083783244137,0.706173440706229,-0.5012080893327597
1.139494333281608,0.7230674485629197,-0.45677999962710203
1.069782921116685,0.7659693369358317,-0.23093721029000897
1.0333713082697313,0.8344567556285476,-0.6863251297729999
1.0281467382040521,0.8563300500114212,-0.5604455422736366
1.0393010113377,0.8723571285175709,-0.5530408606560269
1.0723335146343345,0.8780699706480573,-0.6493017216849516
1.0879655551094147,0.8751802061462549,-0.608575972788099
1.118367987516277,0.8923631904531257,-0.5974689503616845
1.1428929564578192,0.9109465990954856,-0.8085023764635584
1.1595025076299335,0.9399331599443338,-0.8233117396987776
1.1517612896249796,0.9562492149006644,-0.6900274705818046
1.173496216597821,0.9966392310527787,-0.6455993808761469
1.172245108604425,1.0660158080537416,-0.7307532194786575
1.2084302820842556,1.1208101887994557,-1.0824755963151136
1.2351123197546232,1.1590662250117778,-1.1306060268295761
1.250104882447864,1.1942768940183541,-1.0898802779327232
1.2558827451143593,1.231065819022069,-1.2972113632257922
1.2595179710045123,1.275812710884593,-1.2712949775641584
1.2882700791549357,1.3247831047112901,-1.1491177308736003
1.2929283475358702,1.34981291108844,-1.1750341165352338
1.3194223632900894,1.3806444754269003,-0.9491913271981408
1.3434113173204074,1.4294814955073605,-0.8788468518308494
1.331517559072223,1.457890103455848,-0.8936562150660686
1.3749886326195249,1.4986135539735554,-0.9862147352861887
1.4149320084860164,1.5373586272554132,-1.0158334617566271
1.4305061178842295,1.5650781375150098,-1.1046896411679425
1.4588439680183178,1.6062683961445463,-1.2749973183729635
1.4792170065174384,1.6471029914507844,-1.2527832735201345
1.4906416246764669,1.674844730668087,-1.019535802565432
1.4958247282871253,1.706098645202965,-1.093582618741528
1.5167380503031338,1.7682063530340095,-1.075070914697504
1.5275347768956953,1.8183548816191337,-1.2157598654320865
1.5490623715934337,1.861145625203515,-1.34163945293145
1.566964293947028,1.9081820997097747,-1.2564856143289393
1.5840515224196259,1.9503504324783831,-1.1046896411679425
1.6044146008388642,1.994341539778898,-1.1232013452119665
1.6307222208124261,2.0243284037245233,-1.186141138961648
1.665370899520189,2.056249186990587,-1.2231645470496961
1.693742288698779,2.07945621883583,-1.2416762510937203
1.7249929540311395,2.108220490107617,-1.1306060268295761
1.7432046551957707,2.1424308560174152,-1.1232013452119665
1.7516772276378065,2.160280709055472,-1.023238143374237
1.7744256435554204,2.206316880464954,-1.1009873003591375
1.8047801049652974,2.2343031382170246,-1.189843479770453
1.8312302150612594,2.298633741818686,-1.337937112122645
1.849454518775947,2.3641202512210695,-1.4416026547691796
1.7985731457961118,2.420426201090803,-1.4675190404308132
1.4542822514321618,2.7834028514748863,-1.6563384216798582
1.7190514614808614,3.0672888703404086,-1.763706305135197
1.7611285303784938,3.1631179070117157,-1.6859571481502966
1.819644406221685,3.3065836000473503,-1.6489337400622484
1.88113692308117,3.467387880093799,-1.4823284036660322
