date,rolling_z_Money_supply,rolling_z_top_tier_home_value,rolling_z_mid_tier_home_value,rolling_z_bottom_tier_home_value,rolling_z_single_family_home_value,rolling_z_condo_coop_value
2013-04-01,1.5872993635999706,0.9963281981141061,0.8860353860806319,0.87989052268773,0.9820991717701694,0.28846164868766727
2013-05-01,1.5523693671264098,1.336725458503465,1.2159489260037355,1.2127502430410515,1.318296887996734,0.5716151890966327
2013-06-01,1.5395610337472354,1.6670482268407225,1.5515805615700304,1.5530213692759638,1.650294180876682,0.8958380450087629
2013-07-01,1.5223107304454873,1.950131456152355,1.855021703775203,1.860515653258591,1.9378560365352682,1.2612735742760819
2013-08-01,1.518236004288916,2.18475295391751,2.1202917451607983,2.126425028885726,2.1785018371212734,1.6332277156110906
2013-09-01,1.5127984894529005,2.324704315617182,2.291051877707821,2.295496244809061,2.3264155780697533,1.9489931666517089
2013-10-01,1.5930254621355007,2.377986106208967,2.367277494932858,2.376261542039715,2.3864499794230896,2.1621566576898767
2013-11-01,1.5219441154248046,2.3501906888665265,2.3580122844803397,2.3706334993783904,2.3658611582202314,2.2683723088744343
2013-12-01,1.5441474437893927,2.2914209690084744,2.3073933141801444,2.3198842105878312,2.3071730587695125,2.3030199519894854
2014-01-01,1.5560698518513123,2.222348354577959,2.240669818433428,2.2452242179628388,2.2468422135171804,2.2758773880788676
2014-02-01,1.6209216189661018,2.149387501497593,2.1658204214504884,2.1667449385856297,2.178413921788571,2.2233260116627225
2014-03-01,1.605971631362053,2.0557312555796234,2.0753217742941157,2.076418192450765,2.0947108491082025,2.1369575075173173
2014-04-01,1.6156511803517326,1.9541220537498618,1.9780198894078183,1.9836388714583852,1.9929102609936642,2.045134898064209
2014-05-01,1.6479218948056729,1.8504740702590696,1.8808092479423901,1.891131408573273,1.8921932896479947,1.939997076030414
2014-06-01,1.6560136063240019,1.7702967728924441,1.8011384821628453,1.8139401754583797,1.8096178100375742,1.8534573717503542
2014-07-01,1.6643788585732688,1.6994621745020142,1.729189648998416,1.7442760559032486,1.7356382646830708,1.769184147269654
2014-08-01,1.6185859256902375,1.62952814648111,1.6582774509813787,1.6772088283593722,1.6633119812019064,1.6906545675970712
2014-09-01,1.5869009406442527,1.5626752017636674,1.59058351329617,1.6126648588429382,1.5931582049102095,1.6184900829182611
2014-10-01,1.6032476332003116,1.5086849981366162,1.5382326135769784,1.564602904286101,1.5368283821134687,1.5675565602337806
2014-11-01,1.579740435068709,1.4771899174367062,1.5067725373289067,1.5346735753799066,1.5021992238833395,1.5307554391262728
2014-12-01,1.6262160761055873,1.4563355239760414,1.4864339277780299,1.5166215470947375,1.479584348746681,1.5012265311797268
2015-01-01,1.652790309794754,1.4362065599075662,1.466419724361051,1.5003534733396044,1.4527784721923684,1.4813833802932825
2015-02-01,1.764225586020055,1.4252153873515536,1.454092317807472,1.4904597014001089,1.4335047353750696,1.4775381349723866
2015-03-01,1.6953458704694528,1.4288827925324856,1.4552487616730556,1.4922514065353631,1.42856081777148,1.4879200456202542
2015-04-01,1.6686979286000538,1.4388050077898495,1.4646028115245966,1.4993205401433425,1.4381763991160315,1.4973889598692072
2015-05-01,1.6324741685622888,1.4536336175368822,1.4801779667314297,1.5109118114709197,1.4545858496637591,1.511230689703608
2015-06-01,1.622611829297976,1.460821425893065,1.4903856815977292,1.5171867821207161,1.4655764937441258,1.5197864766863705
2015-07-01,1.6210857483763628,1.4735573065171783,1.503107215263467,1.5267272455888767,1.478989942470453,1.52952638586359
2015-08-01,1.6191432713708438,1.491773373717315,1.5194978120505083,1.5397459412488983,1.4958933039886877,1.540243216765209
2015-09-01,1.6244392307006157,1.5128790837402981,1.5381024509836978,1.555766883633917,1.515790273817767,1.5481971164446735
2015-10-01,1.6037096114006617,1.5346478377715158,1.5586000177037078,1.571629958000149,1.539033167313885,1.558049089527021
2015-11-01,1.6580308842544365,1.5454055177823076,1.5694246453039105,1.5791475274953422,1.5518050010117543,1.565032833621307
2015-12-01,1.6666814052391707,1.5671096575914145,1.5919358928994687,1.5981375891700744,1.5758163217546968,1.586879379646212
2016-01-01,1.7802413458317083,1.5974963994034597,1.6234558757550672,1.626066752181088,1.6074943459411624,1.61537516582841
2016-02-01,1.8044225590895937,1.6312476983773934,1.6602369957292393,1.6615759928456164,1.6453452534032758,1.6438582384532736
2016-03-01,1.7975727714612124,1.6530279617132226,1.6845294537301347,1.6849398457960343,1.6717021013195346,1.6597006506626755
2016-04-01,1.8157775438088692,1.6790325651271616,1.7101545680833032,1.7104422031796318,1.70006873609326,1.6824188937741895
2016-05-01,1.811500113790615,1.7071228490610835,1.7351920733159127,1.73347817222059,1.7272309421888288,1.7065593982288998
2016-06-01,1.807077370544235,1.7381441699589406,1.7621455750696724,1.7596931112971048,1.7553638376712017,1.7373172309180178
2016-07-01,1.7905628289871958,1.758752922679232,1.784162557565831,1.7802617444638158,1.7795064245704701,1.7570789095300319
